claims_verbatim,trump_stance
immigrant and workers rights / one struggle one fight; the people united will defend immigrant families; palestine flag; workers should have power not the billionaires; trabajadores mueven al mundo / trabajadores deben dirigir el mundo; money for the people's needs not the war machine; ain't no power like the power of the people 'cause the power of the people don't stop!; to fight trump and build a workers party dump the liberals; make billionaires even richer [donald trump]; there's a snitch in your pocket / uninstall big tech; america out of greenland; we are the spark that lights the fire / obliterate the broligarchy; when palestine is under attack what do we do! fight back!; when immigrants are under attack what do we do! fight back!; stop arming israel; unite to fight trump's billionaire agenda; no more sanctions / no more war; our future is not a single issue; let gaza/cuba live; stop u.s.-israeli war; el pueblo unido jamas sera vencido,Anti-Trump
"usa flag; make america great again; epstein did not kill himself; usa! usa!; make canada great again; maga; trump won; doge / department of government efficiency; congrats from the 51st state; 45 [usa flag] 47 / trump vance / we took america back; #1 door knocker / 10,244 doors / make america great again [donald trump]",Pro-Trump
trump is a sexual predator; thank god for abortion,Unclear
thank you president trump / you can bring them all home; usa flag; israel flag,Unclear
no justice no peace; earth over profit; liberation now;  the people will defeat trump's extreme-right agenda; el pueblo unido defendera a las familias migrantes; the people united will defend immigrant families; make america democratic again; from the river to the sea; embrace your inner luigi; money for people's needs not the war machine,Unclear
"no one is ""illegal"" / fuck ice; fight trump's backwards agenda; end mass deportations / abolish ice; dei is here to stay / gop go away; down with landry",Unclear
no / in the name of humanity we refuse to accept a fascist america; stop class violence; the whole system is rotten and illegitimate; no trump! no kkk! no fascist usa!,Anti-Trump
no hate no fear immigrants are welcome here / la lucha sigue; money for people's needs not the war machine; el pueblo derrotara la agenda multimillionaria de trump; workers should have power not the billionaires; the people will defeat trump's billionaire agenda; arms embargo now; palestine flag; stop the racist war on refugees & migrant workers; fight for a world without ceos; the people united will never be defeated!; fmln flag; fight the rich not their wars; we outnumber them / let them hear it; palestine flag; trump's billionaire admin does not care about you / we the people must help each other; not another bomb; immigrants are welcome here!; reject fascism / [no] project 2025; trump says get back / we say fight back; fight back against maga hate,Anti-Trump
"palestine flag; palestine will be free; zionism is terrorism; the people will defeat trump's billionaire agenda; workers should have power not the billionaires; not going back; el pueblo unido defendera a las familias inmigrantes; dinero para el pueblo, no para la guerra",Unclear
workers should have power not billionaires; the people will defeat trump's billionaire agenda,Unclear
"stop the trump agenda / defend & expand immigrant rights / stand with palestine end u.s. aid to israel / stop police crimes / defend lgbtqia+ and reproductive rights / defend workers' rights to unionize & strike / defend education & academic freedom; immigrant rights and legalization for all; usa flag; when black lives are under attack what do we do! stand up fight back!; when our communities are under attack what do we do! stand up fight back!; trump d land belongs to those who work it / united latinos casa dupage presente; trump fears people coming together; mexico flag; trump we are hispanic workers / we have value, dignity & we have rights; immigrants built this nation; fuck donald trump!; don't bite the hands that feed you; my mom said we can dismantle systems of oppression if it's ok with your mom; rainbow pride flag; be a feminist fight fascism; trump for prison; abort the gop; worst birthday ever -mlk; no one is illegal on stolen land; the only minority destroying america is the rich; abolish ice / stop separating families; fight for mlk's dream / resist trump's nightmare; defend lgbtqia+ & reproductive rights; snoopy says yes to the epa; protect those that care 4 the world; viva la unidad del pueblo; 47 el pendejo [donald trump]; chinga tu maga [mexico flag]; esperanza; fuck ice; land of the free, or land of the fascist?; land of the free [strikethrough] bought by the rich; american gov't is a joke / we have a clown as president; there comes a time when silence is betrayal -mlk; democracy not oligarchy; a cold day in hell",Anti-Trump
up up with liberation! down down with deportation!; the people united will defend immigrant families; the people will defeat trump's extreme-right agenda; purr-sist [cat]; dinero para el pueblo no para la guerra; workers should have power not the billionaires; palestine flag; democratic republic of the congo flag; puerto rico flag; socialism is the future,Unclear
